station_id,transaction_date,station_type,region,country,fuel_type,litres_sold,transaction_value,theft_flag,year,day_of_week
ST1031,2019-09-01,Urban,Auckland,Samoa,95,141,112.17856814690748,0,2019,Sunday
ST1032,2017-07-02,Unmanned,Hamilton,Samoa,95,80,204.2862466510075,1,2017,Sunday
ST1033,2017-07-30,Urban,Hamilton,Papua New Guinea,Diesel,142,226.69430422136145,0,2017,Sunday
ST1034,2015-05-24,Unmanned,Wellington,Fiji,Diesel,101,91.76047697523747,1,2015,Sunday
ST1035,2018-03-11,Unmanned,Auckland,New Zealand,91,81,91.90480407207941,0,2018,Sunday
ST1036,2020-03-29,Rural,Wellington,Fiji,91,22,59.16785673338575,0,2020,Sunday
ST1037,2016-09-11,Unmanned,Christchurch,Fiji,Diesel,32,234.10050376641013,0,2016,Sunday
ST1038,2015-04-05,Rural,Wellington,Samoa,91,139,215.95113190545126,0,2015,Sunday
ST1039,2019-08-18,Unmanned,Wellington,Papua New Guinea,Diesel,144,168.65771893745347,0,2019,Sunday
ST1040,2020-01-26,Staffed,Hamilton,Australia,95,108,261.04261224229924,0,2020,Sunday
ST1041,2016-01-03,Staffed,Hamilton,Papua New Guinea,91,92,251.4175382375133,0,2016,Sunday
ST1042,2016-10-02,Staffed,Hamilton,Papua New Guinea,91,87,196.33859109918805,0,2016,Sunday
ST1043,2020-01-19,Unmanned,Christchurch,Fiji,Diesel,120,267.0678201283147,0,2020,Sunday
ST1044,2015-08-30,Rural,Hamilton,Papua New Guinea,91,117,101.46030250919206,0,2015,Sunday
ST1045,2018-12-09,Rural,Auckland,New Zealand,91,30,77.97990484943196,0,2018,Sunday
ST1046,2016-07-17,Unmanned,Dunedin,Fiji,95,124,117.4374028792474,0,2016,Sunday
ST1047,2015-12-13,Staffed,Auckland,New Zealand,91,86,64.27171402232871,0,2015,Sunday
ST1048,2015-01-11,Staffed,Auckland,Australia,95,142,182.79238200025802,0,2015,Sunday
ST1049,2016-01-10,Rural,Hamilton,Fiji,Diesel,48,284.1514230737404,1,2016,Sunday
ST1050,2017-01-08,Staffed,Dunedin,Australia,91,95,59.835885167127415,0,2017,Sunday
ST1051,2019-12-22,Urban,Dunedin,Fiji,95,28,80.5274785025067,0,2019,Sunday
ST1052,2018-08-26,Rural,Dunedin,Samoa,Diesel,59,163.04975707085882,1,2018,Sunday
ST1053,2019-03-03,Staffed,Christchurch,Papua New Guinea,91,44,283.4687543819762,0,2019,Sunday
ST1054,2015-11-01,Rural,Hamilton,Samoa,Diesel,24,129.03902624418762,0,2015,Sunday
ST1055,2018-02-04,Urban,Dunedin,Australia,91,143,176.8087021720981,0,2018,Sunday
ST1056,2018-11-11,Rural,Christchurch,Papua New Guinea,Diesel,57,60.39321476259802,0,2018,Sunday
ST1057,2020-03-01,Rural,Wellington,Fiji,Diesel,91,87.08580024052222,0,2020,Sunday
ST1058,2020-03-08,Rural,Wellington,Papua New Guinea,95,109,296.6575307397117,0,2020,Sunday
ST1059,2019-02-10,Rural,Christchurch,New Zealand,Diesel,56,291.27967410901135,0,2019,Sunday
ST1060,2019-10-27,Urban,Christchurch,Papua New Guinea,91,79,51.234995233602405,0,2019,Sunday
ST1061,2018-08-19,Unmanned,Hamilton,New Zealand,91,47,287.95294635580973,1,2018,Sunday
ST1062,2020-08-30,Rural,Hamilton,Papua New Guinea,95,100,209.7799844538751,0,2020,Sunday
ST1063,2019-01-27,Rural,Wellington,New Zealand,91,133,266.9795736300055,0,2019,Sunday
ST1064,2018-12-23,Staffed,Dunedin,Australia,91,59,163.6849639084648,0,2018,Sunday
ST1065,2019-07-14,Rural,Wellington,Samoa,91,64,178.89900714481257,0,2019,Sunday
ST1066,2016-01-03,Staffed,Dunedin,Fiji,Diesel,81,172.21164506423003,0,2016,Sunday
ST1067,2020-05-10,Unmanned,Dunedin,Papua New Guinea,Diesel,112,216.71606438652609,0,2020,Sunday
ST1068,2019-02-24,Urban,Hamilton,Samoa,91,134,84.91281368907823,0,2019,Sunday
ST1069,2019-10-27,Urban,Auckland,Fiji,95,86,57.49339746816949,1,2019,Sunday
ST1070,2018-08-05,Unmanned,Auckland,Fiji,Diesel,75,126.98248539779773,0,2018,Sunday
ST1071,2015-10-11,Urban,Christchurch,New Zealand,95,59,226.17019068416167,0,2015,Sunday
ST1072,2017-12-31,Unmanned,Hamilton,Australia,91,117,100.4633630307371,0,2017,Sunday
ST1073,2015-04-12,Unmanned,Dunedin,Australia,91,59,218.35810833122932,0,2015,Sunday
ST1074,2016-03-27,Unmanned,Auckland,Samoa,Diesel,110,292.4780115268176,0,2016,Sunday
ST1075,2015-03-01,Urban,Dunedin,Australia,91,52,73.47517894735459,0,2015,Sunday
ST1076,2017-06-18,Staffed,Auckland,Papua New Guinea,Diesel,25,218.15052955628158,0,2017,Sunday
ST1077,2017-08-06,Unmanned,Auckland,Australia,91,99,160.9375548261428,0,2017,Sunday
ST1078,2016-03-13,Rural,Auckland,Samoa,91,111,267.0355635943763,0,2016,Sunday
ST1079,2017-08-27,Urban,Hamilton,Australia,Diesel,116,94.28744736184647,0,2017,Sunday
ST1080,2016-07-17,Unmanned,Wellington,Papua New Guinea,Diesel,78,223.15648805654112,0,2016,Sunday
ST1081,2018-02-11,Unmanned,Dunedin,New Zealand,Diesel,78,259.5288224120276,0,2018,Sunday
ST1082,2020-07-12,Rural,Hamilton,Samoa,91,67,286.1535548685058,0,2020,Sunday
ST1083,2019-12-29,Staffed,Hamilton,New Zealand,91,32,220.81200707241146,0,2019,Sunday
ST1084,2019-06-02,Staffed,Hamilton,New Zealand,95,126,174.2936910021068,0,2019,Sunday
ST1085,2015-10-11,Staffed,Hamilton,New Zealand,Diesel,64,204.46181005030346,0,2015,Sunday
ST1086,2015-07-12,Unmanned,Hamilton,Fiji,91,108,267.22624611967956,0,2015,Sunday
ST1087,2017-07-30,Unmanned,Christchurch,Fiji,91,119,192.65243665970743,0,2017,Sunday
ST1088,2018-11-04,Unmanned,Dunedin,New Zealand,Diesel,26,57.59676492420922,1,2018,Sunday
ST1089,2020-02-16,Urban,Hamilton,Samoa,95,64,282.73717387674446,0,2020,Sunday
ST1090,2015-08-16,Rural,Dunedin,Papua New Guinea,Diesel,77,222.3816877578903,1,2015,Sunday
ST1091,2015-11-29,Unmanned,Christchurch,Papua New Guinea,95,50,219.12834644431163,0,2015,Sunday
ST1092,2016-03-06,Rural,Christchurch,Australia,91,42,103.91878809942929,0,2016,Sunday
ST1093,2019-02-17,Rural,Dunedin,Samoa,95,126,214.7213675581643,0,2019,Sunday
ST1094,2020-08-09,Staffed,Auckland,Fiji,91,58,148.4661014135396,0,2020,Sunday
ST1095,2016-11-20,Urban,Wellington,New Zealand,Diesel,101,212.80824426037302,0,2016,Sunday
ST1096,2018-04-15,Unmanned,Auckland,Australia,Diesel,119,76.64825757699768,0,2018,Sunday
ST1097,2019-02-03,Staffed,Auckland,Papua New Guinea,Diesel,21,214.46132615075902,0,2019,Sunday
ST1098,2015-08-30,Staffed,Auckland,Fiji,95,96,299.85343144266665,0,2015,Sunday
ST1099,2019-05-05,Unmanned,Hamilton,Fiji,91,31,62.053009715139005,0,2019,Sunday
ST1100,2016-12-04,Rural,Christchurch,New Zealand,Diesel,58,294.29354605532933,0,2016,Sunday
ST1101,2017-07-02,Staffed,Auckland,Papua New Guinea,Diesel,32,151.72699018071765,0,2017,Sunday
ST1102,2019-12-01,Rural,Christchurch,Samoa,91,65,267.68836258431475,0,2019,Sunday
ST1103,2015-02-01,Urban,Dunedin,Fiji,Diesel,132,245.59637101456838,0,2015,Sunday
ST1104,2019-03-03,Rural,Wellington,New Zealand,91,36,191.75406524666695,0,2019,Sunday
ST1105,2019-11-17,Urban,Dunedin,Samoa,91,123,234.61230231283162,0,2019,Sunday
ST1106,2020-05-31,Rural,Dunedin,Papua New Guinea,91,117,269.628890325337,1,2020,Sunday
ST1107,2018-12-16,Staffed,Hamilton,Fiji,91,107,151.03508041275825,1,2018,Sunday
ST1108,2015-04-12,Staffed,Wellington,Samoa,91,128,131.7582903908097,0,2015,Sunday
ST1109,2015-10-18,Urban,Dunedin,Samoa,95,89,216.89834639089617,0,2015,Sunday
ST1110,2018-06-03,Unmanned,Dunedin,Samoa,Diesel,93,251.96148548531465,0,2018,Sunday
ST1111,2016-03-13,Urban,Wellington,Fiji,95,82,240.57128369415395,0,2016,Sunday
ST1112,2019-06-02,Urban,Wellington,Fiji,Diesel,79,249.4534122146586,0,2019,Sunday
ST1113,2019-08-11,Rural,Dunedin,Australia,95,98,158.89582870323324,0,2019,Sunday
ST1114,2015-12-27,Rural,Wellington,Papua New Guinea,91,56,254.4585540437554,0,2015,Sunday
ST1115,2016-10-30,Urban,Dunedin,New Zealand,Diesel,41,80.05226384265211,1,2016,Sunday
ST1116,2019-03-31,Staffed,Dunedin,Samoa,Diesel,115,186.1222744902124,0,2019,Sunday
ST1117,2019-06-02,Rural,Hamilton,Australia,95,87,51.43966512453039,0,2019,Sunday
ST1118,2019-07-14,Unmanned,Auckland,New Zealand,95,36,131.14645747506756,0,2019,Sunday
ST1119,2017-09-24,Rural,Dunedin,Australia,Diesel,31,141.61538371784945,1,2017,Sunday
ST1120,2018-04-08,Rural,Christchurch,Fiji,95,137,149.04317290231384,0,2018,Sunday
ST1121,2015-07-19,Unmanned,Auckland,Samoa,95,41,223.86680167246556,0,2015,Sunday
ST1122,2015-09-06,Urban,Auckland,New Zealand,95,139,147.13952531758645,0,2015,Sunday
ST1123,2015-03-29,Unmanned,Auckland,New Zealand,91,69,162.17340565563268,0,2015,Sunday
ST1124,2018-01-21,Urban,Hamilton,New Zealand,91,33,109.38603271858187,0,2018,Sunday
ST1125,2018-07-29,Urban,Dunedin,New Zealand,95,48,143.312947907335,0,2018,Sunday
ST1126,2019-08-25,Urban,Hamilton,New Zealand,95,144,106.81740681578788,0,2019,Sunday
ST1127,2016-08-21,Unmanned,Dunedin,Australia,91,26,68.29898094211092,0,2016,Sunday
ST1128,2020-06-07,Urban,Hamilton,Samoa,91,48,200.86214834534448,0,2020,Sunday
ST1129,2016-04-03,Staffed,Hamilton,Fiji,Diesel,52,217.05319963875405,0,2016,Sunday
ST1130,2018-04-01,Unmanned,Christchurch,Fiji,Diesel,130,204.87258650240364,0,2018,Sunday
ST1131,2015-11-08,Staffed,Hamilton,Fiji,91,98,165.8735109501431,0,2015,Sunday
ST1132,2016-03-06,Urban,Wellington,Fiji,95,77,144.94644504480743,0,2016,Sunday
ST1133,2017-07-23,Rural,Christchurch,Australia,95,45,265.83341239295635,0,2017,Sunday
ST1134,2020-06-07,Urban,Hamilton,Papua New Guinea,95,48,179.77044628405451,1,2020,Sunday
ST1135,2015-07-12,Staffed,Auckland,Samoa,95,23,169.79546940743273,0,2015,Sunday
ST1136,2017-01-22,Staffed,Wellington,New Zealand,Diesel,118,56.41051645160892,0,2017,Sunday
ST1137,2015-11-01,Unmanned,Wellington,Papua New Guinea,91,58,135.31195690653908,0,2015,Sunday
ST1138,2020-06-21,Rural,Wellington,Fiji,95,34,145.04890469646426,0,2020,Sunday
ST1139,2017-06-11,Unmanned,Christchurch,Papua New Guinea,Diesel,138,149.7056952242251,0,2017,Sunday
ST1140,2019-06-02,Staffed,Hamilton,Samoa,95,48,195.04309230683307,0,2019,Sunday
ST1141,2018-08-19,Urban,Hamilton,New Zealand,91,94,183.40063668171962,0,2018,Sunday
ST1142,2019-04-21,Rural,Auckland,New Zealand,Diesel,135,201.97627319836116,0,2019,Sunday
ST1143,2020-05-31,Urban,Auckland,Samoa,91,51,241.22081538553206,0,2020,Sunday
ST1144,2017-04-23,Urban,Wellington,Samoa,91,149,253.24643467902337,0,2017,Sunday
ST1145,2017-03-19,Rural,Auckland,Fiji,Diesel,103,229.5307690566236,0,2017,Sunday
ST1146,2019-06-16,Unmanned,Christchurch,New Zealand,Diesel,41,288.8809239887337,0,2019,Sunday
ST1147,2019-12-15,Urban,Hamilton,Papua New Guinea,Diesel,46,54.55814566909041,0,2019,Sunday
ST1148,2018-10-14,Staffed,Wellington,Australia,Diesel,100,98.94449642088652,0,2018,Sunday
ST1149,2017-08-13,Urban,Auckland,Australia,Diesel,145,51.89071874453553,1,2017,Sunday
ST1150,2018-02-25,Rural,Christchurch,Samoa,Diesel,111,211.86867853865076,0,2018,Sunday
ST1151,2019-04-21,Rural,Christchurch,Fiji,Diesel,40,274.50763723749674,0,2019,Sunday
ST1152,2019-06-23,Rural,Auckland,Australia,95,66,110.87057414407482,0,2019,Sunday
ST1153,2018-04-15,Unmanned,Hamilton,New Zealand,91,120,281.75863619907665,0,2018,Sunday
ST1154,2017-11-26,Urban,Auckland,Samoa,Diesel,103,65.06684757239022,0,2017,Sunday
ST1155,2018-01-21,Unmanned,Wellington,Papua New Guinea,95,25,283.6090067013786,0,2018,Sunday
ST1156,2016-10-30,Unmanned,Auckland,Samoa,95,20,137.9056718099086,0,2016,Sunday
ST1157,2019-06-16,Rural,Christchurch,Papua New Guinea,95,77,75.35520711230413,0,2019,Sunday
ST1158,2018-06-10,Rural,Auckland,Samoa,91,143,171.4679397965814,0,2018,Sunday
ST1159,2017-02-26,Unmanned,Hamilton,Samoa,Diesel,34,114.19414193012699,0,2017,Sunday
ST1160,2015-12-27,Urban,Dunedin,Samoa,95,83,121.2182254904807,0,2015,Sunday
ST1161,2020-02-16,Staffed,Auckland,Papua New Guinea,91,44,126.82249123157165,1,2020,Sunday
ST1162,2020-08-23,Unmanned,Hamilton,Papua New Guinea,91,43,250.75647445816585,0,2020,Sunday
ST1163,2017-02-26,Urban,Hamilton,Samoa,91,31,184.79031916881362,0,2017,Sunday
ST1164,2016-12-04,Rural,Christchurch,Australia,95,37,127.82692478900091,1,2016,Sunday
ST1165,2017-02-26,Rural,Hamilton,Fiji,Diesel,34,202.5834458277296,0,2017,Sunday
ST1166,2016-07-17,Urban,Hamilton,Fiji,95,46,229.0376685557984,0,2016,Sunday
ST1167,2018-07-29,Staffed,Hamilton,Fiji,95,91,118.15600018338344,0,2018,Sunday
ST1168,2017-02-26,Rural,Hamilton,Papua New Guinea,Diesel,79,153.38727538133787,0,2017,Sunday
ST1169,2015-01-11,Rural,Wellington,Papua New Guinea,Diesel,112,80.47152333423689,0,2015,Sunday
ST1170,2017-06-25,Rural,Wellington,Australia,Diesel,72,95.28733738367008,0,2017,Sunday
ST1171,2019-03-17,Urban,Christchurch,Fiji,91,27,220.2794634912457,0,2019,Sunday
ST1172,2016-01-10,Unmanned,Auckland,Fiji,Diesel,98,95.35958692390673,1,2016,Sunday
ST1173,2019-04-14,Rural,Hamilton,Samoa,95,46,181.29084591676505,0,2019,Sunday
ST1174,2019-04-21,Unmanned,Auckland,Papua New Guinea,Diesel,69,227.26156543060816,0,2019,Sunday
ST1175,2017-05-28,Staffed,Auckland,Fiji,95,112,76.71923077368595,0,2017,Sunday
ST1176,2017-06-25,Rural,Christchurch,Australia,91,43,191.8280549072259,0,2017,Sunday
ST1177,2016-01-03,Rural,Hamilton,Australia,95,79,114.14069592534094,0,2016,Sunday
ST1178,2018-04-15,Staffed,Hamilton,Fiji,95,141,290.7317188093949,1,2018,Sunday
ST1179,2019-03-03,Rural,Dunedin,Papua New Guinea,Diesel,65,170.88641167998117,0,2019,Sunday
ST1180,2018-01-21,Unmanned,Auckland,Australia,Diesel,34,251.49813744378952,0,2018,Sunday
ST1181,2018-10-14,Urban,Auckland,Samoa,95,36,187.55663553906544,0,2018,Sunday
ST1182,2019-09-22,Unmanned,Wellington,Australia,Diesel,145,60.853133213704794,1,2019,Sunday
ST1183,2018-11-18,Urban,Dunedin,New Zealand,91,103,208.2878438985056,0,2018,Sunday
ST1184,2018-07-08,Urban,Wellington,New Zealand,91,28,287.85083555166426,0,2018,Sunday
ST1185,2017-05-07,Unmanned,Wellington,Papua New Guinea,Diesel,82,200.4029550365828,0,2017,Sunday
ST1186,2019-11-17,Unmanned,Wellington,Fiji,91,136,254.79721485669756,1,2019,Sunday
ST1187,2020-08-16,Unmanned,Christchurch,Papua New Guinea,Diesel,149,271.05161583710196,0,2020,Sunday
ST1188,2020-05-10,Unmanned,Christchurch,Papua New Guinea,95,107,107.01994298723312,1,2020,Sunday
ST1189,2016-11-13,Staffed,Wellington,Papua New Guinea,95,91,103.01120997705667,0,2016,Sunday
ST1190,2018-10-14,Rural,Dunedin,Papua New Guinea,91,83,202.74524721274793,0,2018,Sunday
ST1191,2019-08-04,Urban,Auckland,Samoa,Diesel,91,152.75711745167618,0,2019,Sunday
ST1192,2017-10-01,Unmanned,Dunedin,Samoa,Diesel,40,259.9653257166801,0,2017,Sunday
ST1193,2016-11-06,Unmanned,Hamilton,Australia,91,37,275.0057808495028,0,2016,Sunday
ST1194,2018-11-04,Unmanned,Christchurch,New Zealand,95,83,138.35534482567954,0,2018,Sunday
ST1195,2017-05-14,Staffed,Auckland,Papua New Guinea,91,101,109.21763974362051,0,2017,Sunday
ST1196,2018-07-29,Unmanned,Auckland,Australia,95,129,245.13137881096546,0,2018,Sunday
ST1197,2019-12-15,Unmanned,Hamilton,New Zealand,Diesel,114,118.70150888703402,0,2019,Sunday
ST1198,2017-10-29,Unmanned,Hamilton,Fiji,95,51,255.6535796284196,1,2017,Sunday
ST1199,2019-10-27,Rural,Wellington,Samoa,91,30,155.9345634121907,1,2019,Sunday
ST1200,2017-10-22,Staffed,Christchurch,New Zealand,Diesel,64,216.8874748228676,0,2017,Sunday
ST1201,2017-10-29,Unmanned,Christchurch,Fiji,91,52,73.88382845866704,0,2017,Sunday
ST1202,2018-10-21,Urban,Dunedin,New Zealand,91,121,205.96483116914325,0,2018,Sunday
ST1203,2017-06-11,Urban,Wellington,Samoa,95,30,162.94191968430727,0,2017,Sunday
ST1204,2015-09-27,Urban,Wellington,Samoa,91,107,196.65211579386852,0,2015,Sunday
ST1205,2017-06-18,Staffed,Wellington,Australia,95,60,92.00355193621586,0,2017,Sunday
ST1206,2020-02-09,Staffed,Wellington,Papua New Guinea,Diesel,95,234.21843623604553,0,2020,Sunday
ST1207,2017-11-19,Urban,Christchurch,New Zealand,95,140,265.69926938580716,0,2017,Sunday
ST1208,2020-09-13,Unmanned,Christchurch,New Zealand,Diesel,65,104.18495002269391,0,2020,Sunday
ST1209,2016-11-20,Staffed,Wellington,Fiji,95,99,73.92863888004044,0,2016,Sunday
ST1210,2020-01-12,Urban,Dunedin,Samoa,91,73,55.9096465115841,0,2020,Sunday
ST1211,2019-10-27,Urban,Auckland,New Zealand,95,105,210.4928751108165,0,2019,Sunday
ST1212,2017-10-01,Unmanned,Auckland,Samoa,95,111,201.77350902219519,0,2017,Sunday
ST1213,2017-02-19,Rural,Dunedin,New Zealand,Diesel,116,186.6743531785175,0,2017,Sunday
ST1214,2016-02-21,Staffed,Wellington,Australia,91,21,107.98677402899386,0,2016,Sunday
ST1215,2015-01-11,Unmanned,Christchurch,Papua New Guinea,95,52,147.72649897637865,1,2015,Sunday
ST1216,2019-11-10,Urban,Auckland,New Zealand,91,96,198.61908379654326,0,2019,Sunday
ST1217,2017-09-03,Urban,Hamilton,Samoa,95,135,174.19171471479234,0,2017,Sunday
ST1218,2015-09-13,Unmanned,Hamilton,Australia,95,122,296.94638005372184,0,2015,Sunday
ST1219,2018-01-21,Staffed,Dunedin,New Zealand,91,122,84.10993813918328,0,2018,Sunday
ST1220,2015-03-01,Rural,Wellington,Fiji,95,109,223.78613851189846,0,2015,Sunday
ST1221,2019-06-16,Rural,Auckland,Papua New Guinea,91,141,151.07969202607302,0,2019,Sunday
ST1222,2016-11-20,Urban,Wellington,New Zealand,95,125,157.04990373140367,0,2016,Sunday
ST1223,2017-10-22,Staffed,Auckland,Australia,Diesel,138,229.39944141454407,1,2017,Sunday
ST1224,2018-12-23,Rural,Dunedin,Fiji,91,68,223.10903783109242,0,2018,Sunday
ST1225,2017-07-02,Staffed,Dunedin,Australia,95,123,297.8139984255471,0,2017,Sunday
ST1226,2017-11-26,Staffed,Hamilton,Australia,95,80,82.0985723635313,0,2017,Sunday
ST1227,2016-01-10,Urban,Wellington,Fiji,Diesel,142,76.02741234604159,0,2016,Sunday
ST1228,2017-04-16,Rural,Hamilton,Australia,91,28,231.0847042821853,0,2017,Sunday
ST1229,2018-01-28,Unmanned,Wellington,Fiji,95,25,194.59672925160228,0,2018,Sunday
ST1230,2017-03-19,Urban,Hamilton,New Zealand,Diesel,92,118.54016663995147,0,2017,Sunday
ST1231,2016-06-05,Rural,Christchurch,Fiji,95,122,69.85484224724665,0,2016,Sunday
ST1232,2017-02-26,Rural,Christchurch,Fiji,91,60,71.41456239910764,0,2017,Sunday
ST1233,2016-12-25,Rural,Christchurch,Papua New Guinea,95,133,273.5477186660296,0,2016,Sunday
ST1234,2019-11-10,Rural,Christchurch,Fiji,95,27,97.96683117968573,0,2019,Sunday
ST1235,2019-05-05,Rural,Auckland,Fiji,95,91,130.8428905288802,0,2019,Sunday
ST1236,2017-02-19,Staffed,Christchurch,New Zealand,95,111,106.664100556747,0,2017,Sunday
ST1237,2016-11-20,Urban,Dunedin,Papua New Guinea,Diesel,81,138.74907645798433,0,2016,Sunday
ST1238,2017-12-03,Staffed,Dunedin,Samoa,Diesel,103,67.35596068652335,0,2017,Sunday
ST1239,2018-09-16,Unmanned,Auckland,New Zealand,91,81,179.76494772706758,0,2018,Sunday
ST1240,2018-02-11,Rural,Christchurch,New Zealand,Diesel,130,66.90314089805372,1,2018,Sunday
ST1241,2018-12-23,Urban,Christchurch,Samoa,Diesel,146,250.0891269555904,0,2018,Sunday
ST1242,2018-03-25,Rural,Christchurch,Fiji,91,26,108.42802047760826,0,2018,Sunday
ST1243,2018-01-28,Urban,Hamilton,Australia,Diesel,103,185.00297865112765,0,2018,Sunday
ST1244,2016-04-17,Staffed,Wellington,Papua New Guinea,Diesel,77,270.01977189036455,0,2016,Sunday
ST1245,2020-07-12,Urban,Hamilton,Australia,91,41,212.71934226179854,1,2020,Sunday
ST1246,2020-04-19,Unmanned,Wellington,Samoa,91,146,183.23944663783382,1,2020,Sunday
ST1247,2017-07-30,Unmanned,Christchurch,New Zealand,91,22,131.08343827884391,0,2017,Sunday
ST1248,2018-09-23,Urban,Christchurch,New Zealand,95,146,133.25047826454949,0,2018,Sunday
ST1249,2017-06-11,Urban,Hamilton,Papua New Guinea,95,60,217.37173879954753,0,2017,Sunday
ST1250,2015-08-16,Urban,Hamilton,New Zealand,91,125,298.5348403052919,1,2015,Sunday
ST1251,2018-05-13,Urban,Wellington,New Zealand,91,33,215.45979746234465,0,2018,Sunday
ST1252,2015-05-31,Unmanned,Dunedin,Papua New Guinea,91,31,189.44585434250624,0,2015,Sunday
ST1253,2019-07-21,Rural,Wellington,Papua New Guinea,95,106,232.6626275598115,0,2019,Sunday
ST1254,2018-01-07,Urban,Hamilton,Samoa,95,31,166.30140307092955,0,2018,Sunday
ST1255,2015-09-20,Urban,Hamilton,New Zealand,Diesel,44,65.03558565019631,0,2015,Sunday
ST1256,2019-05-26,Unmanned,Auckland,New Zealand,Diesel,64,190.57420396947745,0,2019,Sunday
ST1257,2015-12-20,Unmanned,Hamilton,Samoa,91,141,289.40632112634506,0,2015,Sunday
ST1258,2020-01-19,Staffed,Auckland,Fiji,95,74,93.8257355894149,0,2020,Sunday
ST1259,2020-05-31,Urban,Dunedin,Fiji,95,119,222.50122270516644,0,2020,Sunday
ST1260,2015-07-05,Staffed,Wellington,Fiji,95,138,100.23342216476412,0,2015,Sunday
ST1261,2019-04-28,Unmanned,Wellington,Samoa,91,72,183.95692111827032,0,2019,Sunday
ST1262,2020-04-19,Unmanned,Auckland,New Zealand,Diesel,51,74.1691124116799,0,2020,Sunday
ST1263,2020-06-21,Rural,Wellington,Samoa,91,70,162.59273406454628,0,2020,Sunday
ST1264,2016-11-06,Urban,Hamilton,Samoa,Diesel,63,239.04083222381152,0,2016,Sunday
ST1265,2020-06-07,Staffed,Christchurch,Fiji,Diesel,101,136.89288105974552,0,2020,Sunday
ST1266,2017-10-22,Unmanned,Auckland,Australia,91,56,216.22793112180452,0,2017,Sunday
ST1267,2015-01-25,Unmanned,Wellington,New Zealand,Diesel,115,248.8624901974323,0,2015,Sunday
ST1268,2015-08-30,Staffed,Auckland,Fiji,Diesel,75,281.79445486986316,0,2015,Sunday
ST1269,2018-09-02,Rural,Auckland,Australia,95,124,108.66052046386338,0,2018,Sunday
ST1270,2015-12-06,Unmanned,Christchurch,Australia,Diesel,78,149.82897895232702,0,2015,Sunday
